company,phone,website,address,category,rating,reviews,score,source,status
DNS,+7 705 751 2216,https://dns-shop.kz/,"Central Park Residence, улица Гоголя 20, Алматы 050026, Казахстан",Магазин бытовой техники,,0,15,google_maps_apify,new
HappyCake,+7 707 777 1144,https://happycake.kz/almaty,"улица Гоголя 20, Алматы 050002, Казахстан",Кондитерская,,0,15,google_maps_apify,new
Продукты питания,,,"улица Басенова 27, Алматы 050060, Казахстан",Продовольственный магазин,4.6,5,15,google_maps_apify,new
Швейная фурнитура Атакент,+7 777 705 2611,https://www.instagram.com/shveinaya_furnitura_atakent/,"ул. Тимирязева 83, Алматы 050060, Казахстан",Магазин товаров для рукоделия,4.6,3032,75,google_maps_apify,new
Ясен Перец,+7 777 822 1133,https://yapepper.kz/,"улица Казыбек Би 50, Алматы 050000, Казахстан",Магазин,4,4,15,google_maps_apify,new
iTell,+7 727 339 2123,,"БЦ Дарай, улица Гоголя 89A, Алматы 050000, Казахстан",Магазин электроники,3.3,215,45,google_maps_apify,new
Urban Style,,,"улица Валиханова 49, Алматы 050050, Казахстан",Оптовая продажа велосипедов,5,1,15,google_maps_apify,new
"Кондитерский цех ""КарамеЛь""",+7 707 812 1022,,"в здании магазина Универсам, улица Жибек Жолы 67, Алматы 050000, Казахстан",Магазин тортов,5,2,15,google_maps_apify,new
Neocom,+7 727 355 5303,http://neocompany.kz/,"проспект Абылай Хана 58а, Алматы 050004, Казахстан",Офис компании,1,4,15,google_maps_apify,new
MasterKaz,+7 705 554 0615,https://masterkaz.kz/,"улица Толе Би 127, Алматы 050000, Казахстан",Строительный магазин,,0,15,google_maps_apify,new
iPhone в Рассрочку iRassrochka,+7 777 547 7252,https://irassrochka.kz/,"улица Исаева 159, Алматы 050057, Казахстан",Оптовая продажа электроники,3,2,15,google_maps_apify,new
ТОО LED SET светодиодное освещение,+7 707 290 5454,https://ledset.kz/,"улица Гоголя 86/1, Алматы 050000, Казахстан",Магазин осветительных приборов,5,3,15,google_maps_apify,new
A-Computers - Магазин компьютерной техники и электроники,+7 727 375 0005,http://acomputers.kz/,"улица Айтиева 22, Алматы 050008, Казахстан",Компьютерный магазин,4.8,66,30,google_maps_apify,new
Сплав,+7 727 328 3789,https://splav.ru/?utm_medium=map&utm_source=map_google,"улица Айтиева 10, Алматы 050000, Казахстан",Товары для спорта и туризма,,0,15,google_maps_apify,new
"Flexcom компьютеры, моноблоки, ноутбуки, комплектующие, мониторы, периферия, оргтехника, мультимедиа, игровая мебель Алматы",+7 707 702 6050,https://flexcom.kz/,"улица Айтиева 154/1, Алматы 050000, Казахстан",Интернет-магазин,4.3,10,15,google_maps_apify,new
Автоинструмент Алматы-JUST-TOOLS.KZ,+7 747 928 6180,http://just-tools.kz/,"улица Байзакова 222, Алматы 050026, Казахстан",Оптовая продажа инструмента,5,1,15,google_maps_apify,new
HappyCake,+7 707 777 1144,https://happycake.kz/almaty,"улица Байзакова 190, Алматы 050000, Казахстан",Кондитерская,4.7,3,15,google_maps_apify,new
Дани Нан,,,"7WGF+P38, Алматы, Казахстан",Магазин,3.7,11,15,google_maps_apify,new
i2ar - Рекламно-производственная компания,+7 708 970 7331,https://i2ar.kz/,"улица Муратбаева 61, Алматы 050000, Казахстан",Магазин футболок,5,1,15,google_maps_apify,new
Overclockers,+7 771 013 0020,https://over-shop.kz/,"проспект Абылай Хана 7, Алматы, Казахстан",Оптовая продажа компьютерной техники,,0,15,google_maps_apify,new
Зажигалки,+7 777 817 1727,,"проспект Абылай Хана 62, Алматы 050000, Казахстан",Магазин,,0,15,google_maps_apify,new
Tsmart,,http://tsmart.kz/,"проспект Абылай Хана 62, Алматы 050000, Казахстан",Интернет-магазин,5,1,15,google_maps_apify,new
Торты,+7 707 579 5050,,"улица Навои 4б, Алматы 050000, Казахстан",Магазин тортов,2,2,15,google_maps_apify,new
Выкуп швейцарских часов VIPLOMBARD,+7 778 700 7777,https://lombard-watch.kz/,"улица Мукана 114А, Алматы 050004, Казахстан",Ремонт часов,5,4,15,google_maps_apify,new
"Ломбард ""АРЖАН""",+7 7272 73 83 48,http://arj.kz/ru/page/nashi-filialy,"улица Жибек Жолы д. 81А, Алматы 050000, Казахстан",Ломбард,,0,15,google_maps_apify,new
Parlife,+7 778 220 0077,,"город, улица Гоголя 144, Алматы 050000, Казахстан",Магазин электронных сигарет и аксессуаров к ним,3.9,16,15,google_maps_apify,new
Hafele Kazakhstan,+7 701 084 0467,http://hafele.kz/,"улица Толе Би 113, Алматы 050000, Казахстан",Поставщик мебельной фурнитуры,3,3,15,google_maps_apify,new
Eco Print,+7 727 378 2928,http://ecoprint.kz/,"ул. Муканова 124, Алматы 050016, Казахстан",Поставщик офисного оборудования,3.3,7,15,google_maps_apify,new
"Infolife Computers, LLC",+7 7272 25 90 34,http://www.infolife.kz/,"ул, Жибек Жолы 179, Алматы 050026, Казахстан",Компьютерный магазин,5,7,15,google_maps_apify,new
HappyCake,+7 707 777 1144,https://happycake.kz/almaty,"улица Байтурсынова 56Г, Алматы 050012, Казахстан",Кондитерская,1.5,2,15,google_maps_apify,new
Copyservice,+7 771 459 6760,https://copy.kz/,"улица Жамбыла 163, Алматы 050008, Казахстан",Оптовая продажа офисного оборудования,,0,15,google_maps_apify,new
"Природный камень, Плитняк, Песчаник",+7 777 153 3335,https://www.camen.kz/,"просп. Суюнбая 38Б, Алматы, Казахстан",Оптовая торговля,5,1,15,google_maps_apify,new
Фурнитура для стекла Алматы,+7 701 958 3624,,"просп. Суюнбая 43, Алматы, Казахстан",Строительная компания,5,1,15,google_maps_apify,new
Foras Trading,+7 777 269 9999,,"просп. Суюнбая 89Б, Алматы 050016, Казахстан",Поставщик бытовой химии,,0,15,google_maps_apify,new
"ТД ""Дархан""",,,"ул. Айманова 155, Алматы 050057, Казахстан",Торговый центр,4.3,473,45,google_maps_apify,new
1000 мелочей,,,"ул. Айманова 21-191, Алматы 050000, Казахстан",Магазин товаров для дома,4.3,58,30,google_maps_apify,new
Rosalie Flowers,+7 747 094 1136,https://cvetyvalmaty.kz/,"улица Розыбакиева 204, Алматы 050061, Казахстан",Доставка цветов,4.7,610,60,google_maps_apify,new
"ТОО ""Альфа Марс""",+7 777 236 6130,https://alfamars.kz/about_us,"ул. Гурилева 106а, Алматы, Казахстан",Производитель,,0,15,google_maps_apify,new
Mittiko,+7 777 845 2258,http://www.instagram.com/mittikoooo,"бул. Бухар-Жирау 62Б, Алматы 050000, Казахстан",Оптовая продажа товаров повседневного спроса,5,17,15,google_maps_apify,new
Любимцы,+7 707 101 6949,http://lubimci.kz/,"ул. Жандосова 58, Алматы 050000, Казахстан",Зоомагазин,4.7,136,45,google_maps_apify,new
"КОЖМАРКЕТ, кожа натуральная в г. Алматы",+7 702 111 9326,http://kozhmarket.kz/,"улица Варламова 35, Алматы 050000, Казахстан",Оптовая продажа кожи,,0,15,google_maps_apify,new
Boston,,,"улица Розыбакиева 208, Алматы 050000, Казахстан",Продажа алмазов,,0,15,google_maps_apify,new
Kanc.Asia,+7 7272 21 88 88,,"ул. Бокейханова 49, Алматы 050014, Казахстан",Интернет-магазин,5,14,15,google_maps_apify,new
ПрОфис,+7 705 777 6651,,"43.272606, 76.935998 улица Джангельдина, 31/2 Бизнес центр Ambassador Plus 4 этаж, 414 каб, Алматы 050000, Казахстан",Интернет-магазин,,0,15,google_maps_apify,new
ТОО Литан,+7 727 385 9494,http://www.kanc.kz/,"ул. Бокейханова 47б, Алматы, Казахстан",Поставщик бумажной продукции,3,2,15,google_maps_apify,new
DONG LONG,+7 700 555 4072,,"улица Казыбаева 246а, Алматы 050000, Казахстан",Склад,4.3,6,15,google_maps_apify,new
АДЕКА,+7 747 028 8808,http://vagonka-v-almaty.kz/,"ул. Бокейханова 49, Алматы, Казахстан",Магазин пиломатериалов,4.6,95,30,google_maps_apify,new
ТОО Тасти,+7 778 376 8888,,"ул. Бокейханова 49, Алматы, Казахстан",Торговый центр,4.2,99,30,google_maps_apify,new
Adalex,+7 707 744 9221,https://adalex.kz/,"Ратушного 78в, Алматы 050000, Казахстан",Оптовая продажа предметов гигиены,,0,15,google_maps_apify,new
Керамогранит и кафель в Алматы | Амал Констракш Трейд,+7 701 282 5464,http://www.amalstroy.kz/,"Алматы, ул. Бокейханова, 49, Алматы 050000, Казахстан",Магазин керамической плитки,4.7,44,30,google_maps_apify,new
Рыбные деликатесы,,,"72X2+PFX, Алматы, Казахстан",Рыбный магазин,5,1,15,google_maps_apify,new
DNS,+7 800 080-70-22,https://dns-shop.kz/,"Алматы, Кайрат микрорайон, 181-182/2, Жетысу-Семиречье, Алматы 050019, Казахстан",Магазин бытовой техники,,0,15,google_maps_apify,new
ДомСтрой Алматы,+7 702 845 0597,,"Мкр Қайрат 181-182 к5, Алматы 050019, Казахстан",Магазин строительных товаров,,0,15,google_maps_apify,new
KANC,+7 7272 21 89 99,http://www.kanc.kz/,"ул. Бокейханова 47 Б, Алматы, Казахстан",Интернет-магазин,4.8,35,30,google_maps_apify,new
"Tyres Trade - шины, диски",+7 747 557 7047,https://kaspi.kz/shop/search/?q=%3AallMerchants%3ATyresTrade&page=2,"улица Казыбаева 92, Алматы, Казахстан",Магазин шин,4.1,38,30,google_maps_apify,new
KFR «KAZFASTENER» Крепежные материалы,+7 771 070 7105,https://kazfastener.kz/,"Ратушного 78а, Алматы 050050, Казахстан",Оптовая продажа строительных материалов,5,1,15,google_maps_apify,new
ТОО Suntec,+7 7272 22 09 00,,"ул. Булкушева 4е, Алматы, Казахстан",Магазин сантехники,4.5,8,15,google_maps_apify,new
СТМС-С.К. ТОО,+7 701 808 2323,http://stmsgroup.kz/,"тер.мясокомбинат, ул. Полежаева 92а, Алматы 050050, Казахстан",Офис компании,4.7,108,45,google_maps_apify,new
LogyCom,+7 7272 27 58 22,http://corp.logycom.kz/,"ул. Аральская д.8, Алматы 050056, Казахстан",Офис компании,4.7,92,30,google_maps_apify,new
"Averstroy ( Аверстрой ), ТОО",+7 777 596 1155,https://averstroy.all.biz/?utm_source=google&utm_medium=gmb&utm_term=gmb,"улица Казыбаева 3р, Алматы 050050, Казахстан",Оптовая продажа строительных материалов,,0,15,google_maps_apify,new
"ТОО ""Корпорация Держава""",+7 7272 25 42 67,,"город, улица Ангарская 105 а, Алматы, Казахстан",Магазин,5,3,15,google_maps_apify,new
Docke Asia,+7 708 205 5380,http://www.docke.asia/,"улица Ангарская 87/1, Алматы 050014, Казахстан",Оптовая продажа строительных материалов,,0,15,google_maps_apify,new
Цемент,+7 727 317 3527,https://almatycem.kz/contacts,"ул. Казыбаева 272, Алматы, Казахстан",Магазин строительных товаров,5,5,15,google_maps_apify,new
Smart-G,+7 727 346 5566,,"просп. Суюнбая 215, Алматы 050054, Казахстан",Оптовая продажа бытовой техники,5,2,15,google_maps_apify,new
Yiwumart,+7 747 094 2745,https://www.instagram.com/yiwumartkz/,"Северное Кольцо 7Б, Алматы 050058, Казахстан",Магазин товаров для ресторанов,5,2,15,google_maps_apify,new
Кенжехан,+7 707 105 5523,,"Алматы, Казахстан",Рынок,4.2,2630,75,google_maps_apify,new
YUNIS,+7 708 971 4298,http://yunis.kz/,"просп. Суюнбая 239 а, Алматы 050056, Казахстан",Магазин тортов,5,12,15,google_maps_apify,new
dulat.kz,+7 727 394 3971,https://dulat.kz/category/mebel/shkafy-metallicheskie/shkafchiki-i-paneli-dlya-klyuchej/,"проспект Гагарина 93, Алматы 050000, Казахстан",,5,1,15,google_maps_apify,new
"ТОО ""Айс Фуд""",+7 7272 92 71 96,https://konditerka.kz/,"ул. Кожамкулова 200, НП 42, вход со стороны речки, г.Астана, ул Кумисбекова 9/1, НП 2, +770142818151815, Алматы 050012, Казахстан",Поставка товаров для пищевых производств,5,3,15,google_maps_apify,new
ТОО Москондитер,+7 701 715 3322,https://regionkonditer.kz/,"7 лин. 21, Алматы 050000, Казахстан",Интернет-магазин,,0,15,google_maps_apify,new
"Рауза-АДЕ, ТОО",+7 727 376 1131,,"улица Жамбыла 173, Алматы 050026, Казахстан",Аптека,4.2,39,30,google_maps_apify,new
Comportal,+7 727 300 3020,,"проспект Достык 140, Алматы 050051, Казахстан",Оптовая торговля,3.7,7,15,google_maps_apify,new
Ucontay,+7 727 313 7783,https://ucontay.kz/,"проспект Достык 210, Алматы 050000, Казахстан",Интернет-магазин,5,1,15,google_maps_apify,new
Stonrog,+7 727 350 5055,,"улица Ауэзова 1А, Алматы 050008, Казахстан",Магазин керамической плитки,4.8,17,15,google_maps_apify,new
"Краски, лаки,Эмаль,НЦ,ПФ, Умар Ти Алматы",+7 771 228 8127,,"ул. Ауэзова 2/8(пересечение Ауэзова, улица Гоголя, Алматы 050000, Казахстан",Магазин красок,4.7,3,15,google_maps_apify,new
"Du-Re mart, korean products",+7 771 852 6914,https://www.instagram.com/dure_mart.kz/?hl=en,"Жамакаева ул. 24, Алматы, Казахстан",Продовольственный магазин,4.6,126,45,google_maps_apify,new
"ТОО ""Гешефт трейд""",+7 727 341 0706,http://gesheft.kz/,"город, проспект Aль-Фараби 45, Алматы 050040, Казахстан",Оптовая торговля,5,1,15,google_maps_apify,new
Еламан,+7 7272 92 01 75,,"город, 34, пр-т. Абая 32, Алматы, Казахстан",Продовольственный магазин,4.1,24,30,google_maps_apify,new
Зоомагазин ZooMart в ТРЦ Ритц-Палас,+7 777 812 4146,https://www.zoomart.kz/,"Магнум, Аль-Фараби 1 (угол ул. Достык ТЦ ""Ритц Палас"" (возле входа в, Алматы, Казахстан",Зоомагазин,4.4,11,15,google_maps_apify,new
"Нестле Фуд Казахстан, ТОО",+7 771 748 7278,http://www.nestle.com/,"ул. Тимирязева 28B, Алматы 050060, Казахстан",Офис компании,3,13,15,google_maps_apify,new
Baby Room,+7 701 217 4822,http://babyroom.kz/,"проспект Достык 107, Алматы 050060, Казахстан",Магазин товаров для новорожденных,4.4,7,15,google_maps_apify,new
"БЦ ""Нурлы Тау"", Блок В",,http://nurlytau.kz/,"6WJW+H3G, Алматы 050000, Казахстан",Велопарковка,4.1,14,15,google_maps_apify,new
LUBRITECH INDUSTRY,+7 727 355 1203,http://lubritechindustry.kz/,"БЦ Нурлытау, проспект Aль-Фараби 15, к4в, Алматы 050059, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
"TOO ""Агровэй""",+7 701 344 2838,http://www.agroway.kz/,"ул. Кабдолова 16, Алматы 050062, Казахстан",Оптовая торговля,3,3,15,google_maps_apify,new
Decora Plaza,+7 777 483 8695,http://www.decoraplaza.kz/,"ТЦ Армада, ул. Кабдолова 1/8, Алматы 050000, Казахстан",Магазин,4.9,14,15,google_maps_apify,new
"Моторные масло, замена масло АКПП, МКПП AliAvtoOil, ОПТОМ И В РОЗНИЦУ замена колодки",+7 707 333 2075,,"пр-т. Райымбека 513, Алматы 050063, Казахстан",Магазин автоаксессуаров,5,8,15,google_maps_apify,new
ТОО Хим-База,+7 777 312 7788,https://himbaza.kz/,"улица Толе Би 305, Алматы 050031, Казахстан",Компания пищевой промышленности,,0,15,google_maps_apify,new
ARMTEK,+7 800 080-76-01,https://armtek.kz/,"микрорайон БаянАул 57А, ТЦ CarCity, 050031, Казахстан",Магазин автозапчастей,3.9,19,15,google_maps_apify,new
Talisman Horeca Service,+7 702 078 9578,https://talisman-horeca.kz/,"ул. Сухамбаева 21, Алматы 050038, Казахстан",Оптовая торговля,5,1,15,google_maps_apify,new
Европейское моторное масло Divinol & Kroon-Oil оптом и в розницу,+7 747 196 0901,,"Алматы, Казахстан",Магазин автозапчастей,,0,15,google_maps_apify,new
GLOBALHAND,+7 7272 51 64 57,,"ул. Казыбаева 86, Алматы, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
Hotel Expert,+7 727 339 7900,http://hotel-expert.kz/,"ул. Кабдолова 16, Алматы 050000, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
"ТОО ""ПК ЭТАЛОН""",+7 778 805 0569,https://etalon-pc.kz/,"ул. Казыбаева 26, Алматы, Казахстан",Магазин сантехники,,0,15,google_maps_apify,new
Aewshop,,,"Наурызбай Батыра 50, Алматы, Казахстан",Магазин косметики и парфюмерии,,0,15,google_maps_apify,new
Taza Mart,,https://tazamart.kz/,"проспект Aль-Фараби 77, Алматы 050040, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
Dudar,+7 7272 47 98 47,https://dudar.kz/,"улица Немировича-Данченко 51B, Алматы, Казахстан",Оптовая торговля,4.4,48,30,google_maps_apify,new
Газонная трава - от DLF.KZ,+7 747 662 2858,http://dlf.kz/,"улица Толе Би 286/2, Алматы 050000, Казахстан",Поставщик газонов,4.9,19,15,google_maps_apify,new
Белорусские продукты № 1,+7 705 739 8000,https://belostan.kz/,"ул. Аксай 82А, Алматы 050047, Казахстан",Колбасные изделия,,0,15,google_maps_apify,new
"рынок ""Ак Орда""",+7 708 971 2331,,"7V62+Q5X, Алматы, Казахстан",Рынок,3.9,959,60,google_maps_apify,new
Магазин Jasic,+7 727 327 5131,http://www.jasic.kz/,"пр-т. Райымбека, Алматы, Казахстан",Всё для сварочных работ,4.8,30,30,google_maps_apify,new
Трикотажные ткани,+7 701 362 2262,,"улица Ясная Поляна 34, Алматы 050000, Казахстан",Оптовая продажа тканей,,0,15,google_maps_apify,new
Кафельный Склад,+7 702 904 1133,,"7V77+HC6, Алматы, Казахстан",Магазин керамической плитки,3.9,15,15,google_maps_apify,new
Комплекс-Бар КейЗет,+7 727 385 9325,https://complex-bar.kz/,"улица Байтурсынова 22/2, Алматы 050000, Казахстан",Оптовая продажа посуды из стекла,,0,15,google_maps_apify,new
SBSANBEL.KZ - Строительные инструменты и оборудование,+7 776 214 1515,https://sbsanbel.kz/,"ул. Курильская 11, Алматы 050034, Казахстан",Магазин строительных товаров,,0,15,google_maps_apify,new
"ЭКО ФЕРМА КХ ""СЛАВЯНКА""",+7 777 242 2859,https://slavyanka.kz/,"улица Байтурсынова 22, Алматы 050000, Казахстан",Молочная ферма,5,1,15,google_maps_apify,new
Akbastau Gardens,+7 701 720 6192,,"ул. Монгольская 44, Алматы 050000, Казахстан",Питомник растений,,0,15,google_maps_apify,new
DiamondPet,+7 7272 79 48 45,https://dpet.kz/,"пр-т. Сейфуллина 452, Алматы 050000, Казахстан",Зоомагазин,4.5,207,45,google_maps_apify,new
Akb02.kz Самые низкие цены гарантируем.,+7 701 222 0649,http://www.akb02.kz/,"Аксай 3Б, здание 1Б, Алматы 050031, Казахстан",Оптовая продажа батарей,5,5,15,google_maps_apify,new
Грузовые шины,+7 727 331 3324,,"пр-т. Райымбека 16Б, Алматы, Казахстан",Магазин автозапчастей,,0,15,google_maps_apify,new
Garant-horeca,,,"7W8J+RHJ, пр-т. Сейфуллина, Алматы 050000, Казахстан",Оптовая торговля,5,1,15,google_maps_apify,new
Ceramo Stone Group Ауэзова 2В,+7 701 643 7419,http://ceramostone.kz/,"7W52+R4, улица Ауэзова, Алматы 050000, Казахстан",Строительный магазин,4.4,143,45,google_maps_apify,new
Алемсервисплит,+7 747 814 8086,,"Аль Фараби 36, Алматы 050000, Казахстан",Оптовая продажа промышленных химикатов,,0,15,google_maps_apify,new
SamStone,+7 771 758 4001,https://samstoneco.com/,"улица Ауэзова 1Б, Алматы 050008, Казахстан",Магазин керамической плитки,5,2,15,google_maps_apify,new
Запчасти Онлайн,+7 778 134 7841,http://zapchasti-online.kz/,"Айтеке би, д. 175, кв. 41, Алматы 050026, Казахстан",Автомастерская,4.6,9,15,google_maps_apify,new
ТОО «SCK»,+7 7152 46 27 38,,"улица Нурмакова 1А, Алматы 050000, Казахстан",Салон сотовой связи,,0,15,google_maps_apify,new
ТОО КазТехнолоджиПак,+7 727 378 8091,http://ktp-kz.com/,"пр-т. Райымбека д. 237-А, Алматы 050034, Казахстан",Оптовая торговля,5,2,15,google_maps_apify,new
ТОО «ГАЗКОР»,+7 700 200 0300,https://gazkor.kz/,"улица Гоголя 86, Алматы 050000, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
Magic Garden,+7 777 708 0134,https://irises.kz/,"улица Гоголя 84А, Алматы 050000, Казахстан",Питомник растений,,0,15,google_maps_apify,new
HAVVA HOME COLLECTİON,+90 542 124 22 96,,"пр-т. Назарбаева 77, Алматы 050000, Казахстан",Магазин женской одежды,,0,15,google_maps_apify,new
Доставка товаров с 1688,+7 707 168 8707,https://www.1688.kz/contacts,"улица Жумалиева 86, Алматы 050000, Казахстан",,,0,15,google_maps_apify,new
Zardi Bag-In-Box,+7 707 991 2113,https://www.zardi.kz/,"улица Толе Би 110, Алматы 050026, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
"ТОО ""БИКО""",+7 727 390 1437,http://www.shokmagazin.kz/,"улица Муратбаева 134, Алматы 050000, Казахстан",Офис компании,4,8,15,google_maps_apify,new
Тастак,+7 778 920 6786,,"улица Брусиловского 98, Алматы, Казахстан",Рынок,4.4,2380,75,google_maps_apify,new
Маолин,+7 777 008 8431,http://maolin.kz/,"пр-т. Сейфуллина 563, Алматы 050000, Казахстан",Производитель,5,1,15,google_maps_apify,new
Solid Prof Group,,https://omega-auto-parts.kz/,"пр-т. Сейфуллина 502, Алматы 050012, Казахстан",Рынок автозапчастей,1,1,15,google_maps_apify,new
"ТОО ""Резервснаб плюс""",+7 7212 50 55 21,https://rezervsnabplus.kz/about_us,"пр-т. Сейфуллина 105, Алматы 050000, Казахстан",,,0,15,google_maps_apify,new
LULOO.KZ интернет-магазин,+7 707 251 2528,http://luloo.kz/,"улица Кулымбетова 7, Алматы, Казахстан",Магазин сувениров,4.2,20,30,google_maps_apify,new
Строительные товары,+7 701 851 2967,https://instagram.com/1000_meloshey_almaty?utm_medium=copy_link,"улица Брусиловского 90, Алматы 050005, Казахстан",Магазин строительных товаров,5,13,15,google_maps_apify,new
Тексан Батыр Teksan (TekLed),+7 771 552 8447,https://www.tekledgroup.com/,"улица Брусиловского 115, Алматы, Казахстан",Магазин электротоваров,4.9,14,15,google_maps_apify,new
ИП АЛГАБАС - Магазин строительных материалов,+7 747 864 3600,,"улица Брусиловского 125, Алматы, Казахстан",Поставщик стройматериалов,4.3,6,15,google_maps_apify,new
Белорусские продукты № 1,+7 705 739 8000,https://belostan.kz/,"улица Туркебаева 93А, Алматы 050000, Казахстан",Колбасные изделия,,0,15,google_maps_apify,new
"Фанера оптом от ТОО ""МЖ Буилдинг""",+7 776 215 9570,https://mgbuilding.kz/,"Ауэзовский район, пр. Райымбек, 348/4, БЦ ""Aspara"", 4 этаж, офис 401/5, Алматы 050061, Казахстан",Оптовая продажа строительных материалов,,0,15,google_maps_apify,new
Магнат Трэйд,+7 701 715 0093,http://magnat-trade.com/,"улица Шевченко 154, Алматы 050000, Казахстан",Поставщик рекламной сувенирной продукции,3,2,15,google_maps_apify,new
Корейская косметика оптом,+7 747 094 4508,,"ул. Макатаева 117, Алматы 050000, Казахстан",Оптовая продажа косметики,5,1,15,google_maps_apify,new
Liderpol,+7 701 980 7711,http://liderpol.kz/,"ул. Макатаева 127 В, Алматы 050000, Казахстан",Магазин напольных покрытий,5,1,15,google_maps_apify,new
DNS,+7 800 080-70-22,https://dns-shop.kz/,"БЦ LOTOS, ул. Макатаева 117, Алматы 050000, Казахстан",Магазин бытовой техники,,0,15,google_maps_apify,new
Кафель оптом,+7 707 677 0852,,"Аптечная ул. 14А, Алматы 050058, Казахстан",Магазин керамики,5,16,15,google_maps_apify,new
Строй-Сити,+7 7272 45 18 96,,"пр-т. Турара Рыскулова 103Б, Алматы 050061, Казахстан",Торговый центр,4.3,2134,75,google_maps_apify,new
Raiber Stroy Invest,+7 708 769 2010,https://raiber.kz/,"пр. Райымбека 212а, блок4, склад №41, Алматы 050034, Казахстан",Поставщик отделочных материалов,5,1,15,google_maps_apify,new
Global Trend Company,+7 775 433 0099,,"проспект Райымбека, 212а блок 4, каб 323, Алматы 050034, Казахстан",Магазин здоровья и красоты,5,2,15,google_maps_apify,new
"""Shar Land"" Студия праздника",+7 747 270 0027,https://www.shar-land.kz/,"город, улица Ауэзова 44, Алматы 050000, Казахстан",Магазин воздушных шаров,4.4,204,45,google_maps_apify,new
ZooMarket,+7 727 375 6290,http://zoomarket.kz/,"улица Ауэзова 32, Алматы 050000, Казахстан",Зоомагазин,4.8,251,45,google_maps_apify,new
Giftware,+7 727 375 1515,http://giftware.kz/,"улица Нурмакова 79, Алматы 050026, Казахстан",Рекламное агентство,5,4,15,google_maps_apify,new
"ТОО ""Казполиснаб""",+7 702 576 0867,,"7WHC+G4V, Алматы, Казахстан",Офис компании,5,1,15,google_maps_apify,new
Zoomarket,+7 727 392 6207,http://www.zoomarket.kz/,"ул. Айманова 63, Алматы 050000, Казахстан",Зоомагазин,4.7,269,45,google_maps_apify,new
Модульная черепица | Композитная черепица |Vessel Group,+7 707 552 9103,http://vesselgroup.kz/,"бул. Бухар-Жирау 62Б, Алматы 051400, Казахстан",Строительная компания,5,23,30,google_maps_apify,new
"Магазин ""Ziled""",+7 700 646 4757,http://www.ziled.kz/,"улица Жарокова 205, Алматы 050057, Казахстан",Магазин электротоваров,5,9,15,google_maps_apify,new
Доставка Букетов,,http://pro-buket.kz/,"ул. Сатпаева 7А, Алматы 050008, Казахстан",Доставка цветов,3,4,15,google_maps_apify,new
YAPOSHA SUSHI & PIZZA,+7 778 312 8400,http://yaposha-sushi.kz/,"улица Жарокова 191, Алматы 050000, Казахстан",Доставка готовой еды,4.3,179,45,google_maps_apify,new
"ТОО ""Heliac""",+7 727 384 1481,,"6VMX+76M, Алматы 050000, Казахстан",Магазин осветительных приборов,5,3,15,google_maps_apify,new
NB-Parts - аксессуары и электроника,+7 701 940 2565,https://dealcom.kz/contacts,"оформляйте заказ, ул. Жандосова 60А, здание ЦАУ, 1 этаж (звоните заранее или, Алматы 050090, Казахстан",Магазин электроники,,0,15,google_maps_apify,new
Обувной магазин Shkers,+7 777 828 2522,,"ул. Тимирязева 64, Алматы 050060, Казахстан",Обувной магазин,5,2,15,google_maps_apify,new
Bath And Tile,+7 7272 75 29 37,http://www.salonbt.kz/,"ул. Тимирязева 82, Алматы 050060, Казахстан",Магазин товаров для дома,4.6,80,30,google_maps_apify,new
Всё для Автомаляра,+7 747 990 0000,,"ул. Жандосова 29е, Алматы 050035, Казахстан",Магазин,,0,15,google_maps_apify,new
Maruna Farfor,+7 701 321 4445,https://www.instagram.com/maruna.farfor?igsh=MTlnbHV1bnowMWw5cw==,"Северное кольцо 7, рынок Байсат, ряд 33, кон 1, Алматы 050058, Казахстан",Магазин товаров для ресторанов,5,3,15,google_maps_apify,new
Бижутерия и аксессуары,+7 771 684 9218,,"7VMR+JJ3 рынок Байсат, Алматы 055550, Казахстан",Оптовая торговля за наличный расчёт без доставки товара,,0,15,google_maps_apify,new
BOHEMIA ELVIN TRADE,+7 777 517 0482,,"ТД ""Новый Ялян Сектор А, бутик, Алматы 050015, Казахстан",Оптовая продажа посуды из стекла,5,1,15,google_maps_apify,new
Track.satu.kz,+7 701 183 2020,http://www.track-info.kz/,"Северное Кольцо 7в, Алматы, Казахстан",Оптовая торговля,5,2,15,google_maps_apify,new
INTERSHOPKZ,+7 775 450 9580,https://intershopkz.kz/,"шоссе, Северное кольцо, 9/2 ТЦ ""Новый Ялян"" Сектор А, Бутик 66-68, Алматы, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
ТОО ЭЛЬВИН ТРЕЙД,+7 777 517 0482,,"Северное кольцо дом 7 Рынок Байсат 9 ряд, 24 бутик, 11 ряд, 12 бутик, Алматы, Казахстан",Магазин товаров для дома,,0,15,google_maps_apify,new
Компания LETS (IT интегратор),+7 727 349 3340,http://lets.asia/,"улица Фонвизина 17, Алматы 050051, Казахстан",Оптовая продажа компьютерной техники,4.2,5,15,google_maps_apify,new
